restaurant_id,name,rating,reviews,price,cuisine_location,timeslots
308310,MUST Wine Bar St Albans,4.7,(25),Price: Expensive,• Wine Bar • St. Albans,"22:45*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 23:00*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
177690,Lavish Bar & Grill,4.7,(1462),Price: Expensive,• Mediterranean • Stevenage,"21:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 21:15*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
82981,Hermitage Rd Bar & Restaurant,4.5,(2731),Price: Expensive,• British • Hitchin,"21:30, 21:45"
248490,BHAGEECHA,4.4,(803),Price: Expensive,• Indian • Radlett,"22:15*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 22:30*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
74569,Thai Square St Albans,3.8,(490),Price: Expensive,• Thai • St. Albans,"21:15, 21:30"
228117,The Three Horseshoes,4.7,(102),Price: Expensive,• Gastro Pub • Borehamwood,"21:15*, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, 21:30*, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor"
16549,Tudors at the White Hart Hotel,4.1,(319),Price: Moderate,• English • St. Albans,"20:30*, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor"
443757,Gracey's Pizza,5.0,(10),Price: Moderate,• Pizzeria • St. Albans,20:30
138765,The Farmhouse at Redcoats,4.7,(1866),Price: Expensive,• British • Hitchin,"20:45, 21:00"
404790,Yeateinew,3.8,(10),Price: Expensive,• Asian • Harpenden,20:30
216006,El Bar de Tapas,4.8,(1796),Price: Moderate,• Spanish • Stevenage,"20:45, 21:00"
274221,White Horse - London Colney,3.7,(22),Price: Moderate,• Pub • Radlett,"23:00*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, 23:15*, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top, Seating optionsStandardHigh Top"
268377,Nonna’s Kitchen,4.6,(73),Price: Moderate,• Italian • Broxbourne,"21:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 21:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
375957,Villa Bianca Bushey,4.1,(122),Price: Expensive,• Italian • Bushey,"21:15, 21:30"
174702,Kite at The Red Hart,4.6,(720),Price: Expensive,• British • Hitchin,"20:30, 20:45"
344715,Craft & Cleaver - Hitchin,4.6,(380),Price: Expensive,• Barbecue • Hitchin,"21:45, 22:00"
370233,Robin Hood & Little John Rabley Heath,4.5,(136),Price: Expensive,• Gastro Pub • Knebworth,"20:45*, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, 21:00*, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor"
122112,Restaurant 1540,3.7,(53),Price: Expensive,• English • Radlett,"20:45, 21:00"
425874,PizzaExpress Radlett - Watling Street,4.0,(1),Price: Moderate,• Pizzeria • Radlett,"22:45, 23:00"
103263,Brookmans,4.4,(297),Price: Moderate,• Contemporary British • Brookmans Park,"20:45*, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, 21:00*, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor, Seating optionsStandardBarOutdoor"
200010,Roy's Restaurant,4.6,(583),Price: Expensive,• English • Welwyn,"20:30*, Seating optionsStandardCounter, Seating optionsStandardCounter, Seating optionsStandardCounter, Seating optionsStandardCounter, 20:45*, Seating optionsStandardCounter, Seating optionsStandardCounter, Seating optionsStandardCounter, Seating optionsStandardCounter"
395895,Nonno's Pizza (Wheathampstead),4.8,(3),Price: Moderate,• Italian • Wheathampstead,"21:45*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 22:00*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
262632,The Orange Tree - Sawbridgeworth,4.8,(1957),Price: Expensive,• British • Sawbridgeworth,"20:30, 21:00"
165480,The Lytton Arms,4.6,(785),Price: Moderate,• Pub • Knebworth,20:30
175818,Côte Brasserie - Welwyn Garden City,4.4,(39),Price: Moderate,• French • Welwyn Garden City,"21:45, 22:00"
387879,Le Péché Mignon,4.9,(29),Price: Expensive,• French • Bishop's Stortford,"21:15, 21:30"
53302,Lussmanns - Hertford,4.7,(2236),Price: Moderate,• Modern European • Hertford,"21:45, 22:00"
171264,Judges Restaurant & Cocktail bar,4.8,(955),Price: Expensive,• Modern European • Potters Bar,"23:00, 23:15, 23:30, 23:45, 00:00"
181521,Wellington - 4 Theobald Street,4.5,(253),Price: Moderate,• Pub • Borehamwood,"20:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 21:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
205815,MACARONI,4.6,(78),Price: Moderate,• Italian • Potters Bar,"20:45, 21:00"
425871,PizzaExpress Hemel Hempstead - Riverside,,(0),Price: Moderate,• Pizzeria • Hemel Hempstead,"22:45, 23:00"
369576,The Bank,4.6,(162),Price: Expensive,• Indian • Rickmansworth,"22:15, 22:30"
372846,Ember,4.7,(103),Price: Expensive,• European • Hertford,"21:00*, Seating optionsStandardBarCounter, Seating optionsStandardBarCounter, Seating optionsStandardBarCounter, Seating optionsStandardBarCounter, 21:30*, Seating optionsStandardBarCounter, Seating optionsStandardBarCounter, Seating optionsStandardBarCounter, Seating optionsStandardBarCounter"
394416,Par 3 Lounge,4.7,(2),Price: Moderate,• Sri Lankan • Bushey,"21:15, 21:30"
425715,PizzaExpress Watford - High Street,1.0,(2),Price: Moderate,• Pizzeria • Watford,"22:45, 23:00"
215397,Gables Restaurant,4.8,(614),Price: Expensive,• International • Hertford,"22:15, 22:30"
355590,The Red Cow,4.5,(90),Price: Moderate,• Gastro Pub • Royston,"20:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
320409,Chaplin’s at DoubleTree by Hilton London Elstree,3.3,(17),Price: Moderate,• British • Borehamwood,20:30
454023,The Galley Hallnew,5.0,(2),Price: Moderate,• British • Broxbourne,"20:30, 20:45"
258048,The Terrace at Sópers,4.3,(106),Price: Moderate,• British • Potters Bar,"20:45, 21:00"
124578,Lussmanns - Hitchin,4.6,(2382),Price: Moderate,• Modern European • Hitchin,"21:45, 22:00"
287247,The Sword Inn Hand,4.8,(1092),Price: Moderate,• Gastro Pub • Buntingford,"20:30, 21:00"
127341,Dolce Caffè & Restaurant,4.9,(62),Price: Moderate,• French • Rickmansworth,"22:15*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 22:30*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
218682,The Two Willows Welwyn Garden,5.0,(0),Price: Moderate,• British • Welwyn Garden City,"20:45, 21:00"
123570,The Fat Buddha,4.7,(593),Price: Moderate,• Indian • Berkhamsted,"21:45, 22:00"
387873,The Bull Inn,4.7,(73),Price: Expensive,• Gastro Pub • Much Hadham,"20:30, 20:45"
101538,The Fox at Willian,4.5,(2827),Price: Expensive,• Gastro Pub • Letchworth,"20:30, 20:45"
251079,Spark Bar & Kitchen,4.8,(418),Price: Moderate,• Turkish • Hoddesdon,"21:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 22:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
181509,The Western,3.9,(65),Price: Moderate,• Pub • Rickmansworth,"20:30*, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor"
321693,Crystal Palace,4.0,(90),Price: Moderate,• Pub • Berkhamsted,"20:45*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 21:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
264819,Going Greek - Borehamwood,3.3,(4),Price: Moderate,• Greek • Radlett,"20:45, 21:00"
268785,Neelakash Restaurant,4.7,(309),Price: Moderate,• Indian • Ware,"22:15, 22:30"
144372,San Giorgionew,,,Price: Expensive,• Italian • Borehamwood,"22:30, 22:45"
317784,voco Letchworth Hall,,(0),Price: Expensive,• British • Letchworth,"20:45, 21:00"
259695,Mevan Restaurant & Bar,4.6,(23),Price: Moderate,• Turkish • Hitchin,"20:45, 21:00"
136707,George IV,4.5,(1222),Price: Moderate,• Modern European • Hertford,"20:30*, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, 21:00*, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor, Seating optionsStandardHigh TopOutdoor"
442158,The Old Paparazzi,3.7,(2),Price: Expensive,• Italian • Potters Bar,"23:00, 23:15, 23:30"
348483,The French Brasserie at Hitchin Priory Hotel,4.4,(59),Price: Expensive,• French • Hitchin,"20:45, 21:00"
219117,Green Man Hemel Hempstead,4.1,(8),Price: Moderate,• British • Hemel Hempstead,"20:45, 21:00"
253806,College Arms,4.1,(376),Price: Moderate,• Pub • Hertford,"20:30, 20:45"
426714,Platan Restaurant,5.0,(0),Price: Moderate,• Turkish • Watford,"22:00*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, 22:15*, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor, Seating optionsStandardOutdoor"
415953,Pura Vida CostaRican Restaurant,5.0,(1),Price: Moderate,• South American • Potters Bar,"21:45, 22:00"
377379,Delizia Restaurantnew,,,Price: Expensive,• Italian • Baldock,"20:45, 21:00"
218613,Red Lion Watford,4.3,(2),Price: Moderate,• British • Watford,"20:45, 21:00"
190140,Sagar Vegan & Vegetarian Restaurant Harrow,4.5,(0),Price: Moderate,• South Indian • Borehamwood,"20:45, 21:00"
138339,Ruby's,4.4,(452),Price: Moderate,• Indian • Bishop's Stortford,"22:15, 22:30"
374706,Axe & Compasses,4.5,(71),Price: Moderate,• Gastro Pub • Buntingford,"21:00, 21:15"
421446,The Malay Courtyard,4.8,(20),Price: Expensive,• Malaysian • Baldock,"22:00, 22:15"
389022,Nuwairahs Japanese & Mexican Kitchen - Bishops Stortford,3.2,(5),Price: Expensive,• Japanese • Bishop's Stortford,"22:15, 22:30"
206394,The Old Bull Inn,4.5,(105),Price: Moderate,• Gastro Pub • Royston,"20:30*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, 20:45*, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar, Seating optionsStandardBar"
175563,Côte Brasserie - Bishop's Stortford,4.5,(47),Price: Moderate,• French • Bishop's Stortford,"21:45, 22:00"
193134,Mezze Ocakbasi,5.0,(2),Price: Expensive,• Turkish • Cheshunt,"20:30, 21:00"
218529,Star Bishops Stortford,3.0,(2),Price: Moderate,• British • Bishop's Stortford,"20:45, 21:00"
174492,Fox & Hounds Barleynew,4.9,(570),Price: Expensive,• British • Barley,"20:30, 20:45"
312207,Host Grill Restaurant Bishop’s Stortford,4.6,(164),Price: Expensive,• Modern European • Bishop's Stortford,"21:15, 21:30"
